AC   MIPF0000001
ID   mir-1
MI   MI0000192  ath-MIR160c
MI   MI0000194  ath-MIR162a
MI   MI0000195  ath-MIR162b
MI   MI0000197  ath-MIR164a
MI   MI0000198  ath-MIR164b
MI   MI0001087  ath-MIR164c
MI   MI0000199  ath-MIR165a
MI   MI0000200  ath-MIR165b
MI   MI0000201  ath-MIR166a
MI   MI0000202  ath-MIR166b
MI   MI0000203  ath-MIR166c
MI   MI0000204  ath-MIR166d
MI   MI0000205  ath-MIR166e
MI   MI0000206  ath-MIR166f
MI   MI0000207  ath-MIR166g
MI   MI0000208  ath-MIR167a
MI   MI0000209  ath-MIR167b
MI   MI0001088  ath-MIR167c
MI   MI0000975  ath-MIR167d
MI   MI0000210  ath-MIR168a
MI   MI0000211  ath-MIR168b
MI   MI0000212  ath-MIR169a
MI   MI0000976  ath-MIR169b
MI   MI0000977  ath-MIR169c
MI   MI0000978  ath-MIR169d
MI   MI0000979  ath-MIR169e
MI   MI0000980  ath-MIR169f
MI   MI0000981  ath-MIR169g
MI   MI0000982  ath-MIR169h
MI   MI0000983  ath-MIR169i
MI   MI0000984  ath-MIR169j
MI   MI0000985  ath-MIR169k
MI   MI0000986  ath-MIR169l
MI   MI0000987  ath-MIR169m
MI   MI0000988  ath-MIR169n
MI   MI0000213  ath-MIR170
MI   MI0000214  ath-MIR171a
MI   MI0000989  ath-MIR171b
MI   MI0000990  ath-MIR171c
MI   MI0000215  ath-MIR172a
MI   MI0000216  ath-MIR172b
MI   MI0000991  ath-MIR172c
MI   MI0000992  ath-MIR172d
MI   MI0001089  ath-MIR172e
MI   MI0008305  ath-MIR1888a
MI   MI0019247  ath-MIR1888b
MI   MI0010630  ath-MIR2111a
MI   MI0010631  ath-MIR2111b
MI   MI0013367  ath-MIR2937
MI   MI0013368  ath-MIR2938
MI   MI0000544  ath-MIR319a
MI   MI0000545  ath-MIR319b
MI   MI0001086  ath-MIR319c
MI   MI0015818  ath-MIR3440b
MI   MI0001000  ath-MIR390a
MI   MI0001001  ath-MIR390b
MI   MI0001002  ath-MIR391
MI   MI0016587  ath-MIR3932a
MI   MI0016588  ath-MIR3932b
MI   MI0001003  ath-MIR393a
MI   MI0001004  ath-MIR393b
MI   MI0001005  ath-MIR394a
MI   MI0001006  ath-MIR394b
MI   MI0001007  ath-MIR395a
MI   MI0001008  ath-MIR395b
MI   MI0001009  ath-MIR395c
MI   MI0001010  ath-MIR395d
MI   MI0001011  ath-MIR395e
MI   MI0001012  ath-MIR395f
MI   MI0001013  ath-MIR396a
MI   MI0001014  ath-MIR396b
MI   MI0001015  ath-MIR397a
MI   MI0001016  ath-MIR397b
MI   MI0001017  ath-MIR398a
MI   MI0001018  ath-MIR398b
MI   MI0001019  ath-MIR398c
MI   MI0001020  ath-MIR399a
MI   MI0001021  ath-MIR399b
MI   MI0001022  ath-MIR399c
MI   MI0001023  ath-MIR399d
MI   MI0001024  ath-MIR399e
MI   MI0001025  ath-MIR399f
MI   MI0001071  ath-MIR402
MI   MI0001072  ath-MIR403
MI   MI0001073  ath-MIR404
MI   MI0001078  ath-MIR406
MI   MI0001079  ath-MIR407
MI   MI0001080  ath-MIR408
MI   MI0001425  ath-MIR414
MI   MI0001428  ath-MIR417
MI   MI0015820  ath-MIR4240
MI   MI0001441  ath-MIR426
MI   MI0005102  ath-MIR472
MI   MI0017883  ath-MIR5015
MI   MI0017884  ath-MIR5016
MI   MI0017885  ath-MIR5017
MI   MI0017889  ath-MIR5021
MI   MI0017896  ath-MIR5026
MI   MI0017897  ath-MIR5027
MI   MI0019200  ath-MIR5629
MI   MI0019205  ath-MIR5633
MI   MI0019207  ath-MIR5635a
MI   MI0019229  ath-MIR5635b
MI   MI0019239  ath-MIR5635c
MI   MI0019217  ath-MIR5635d
MI   MI0019209  ath-MIR5637
MI   MI0019213  ath-MIR5640
MI   MI0019214  ath-MIR5641
MI   MI0019220  ath-MIR5645a
MI   MI0019221  ath-MIR5645b
MI   MI0019225  ath-MIR5645c
MI   MI0019244  ath-MIR5645d
MI   MI0019257  ath-MIR5645e
MI   MI0019252  ath-MIR5645f
MI   MI0019223  ath-MIR5647
MI   MI0019224  ath-MIR5648
MI   MI0019233  ath-MIR5651
MI   MI0019235  ath-MIR5652
MI   MI0019245  ath-MIR5660
MI   MI0019250  ath-MIR5662
MI   MI0019253  ath-MIR5664
MI   MI0019254  ath-MIR5665
MI   MI0005104  ath-MIR774a
MI   MI0014668  ath-MIR774b
MI   MI0005109  ath-MIR779
MI   MI0026055  ath-MIR8121
MI   MI0026799  ath-MIR8169
MI   MI0026800  ath-MIR8170
MI   MI0026802  ath-MIR8172
MI   MI0026805  ath-MIR8175
MI   MI0026808  ath-MIR8178
MI   MI0026810  ath-MIR8180
MI   MI0026812  ath-MIR8182
MI   MI0026813  ath-MIR8183
MI   MI0005379  ath-MIR822
MI   MI0005380  ath-MIR823
MI   MI0005409  ath-MIR824
MI   MI0005381  ath-MIR825
MI   MI0005383  ath-MIR827
MI   MI0005384  ath-MIR828
MI   MI0005385  ath-MIR829
MI   MI0005389  ath-MIR833a
MI   MI0019230  ath-MIR833b
MI   MI0005391  ath-MIR835
MI   MI0005392  ath-MIR836
MI   MI0005397  ath-MIR841a
MI   MI0014669  ath-MIR841b
MI   MI0005400  ath-MIR844
MI   MI0005401  ath-MIR845a
MI   MI0005444  ath-MIR845b
MI   MI0005402  ath-MIR846
MI   MI0005404  ath-MIR849
MI   MI0005412  ath-MIR854a
MI   MI0005413  ath-MIR854b
MI   MI0005414  ath-MIR854c
MI   MI0005415  ath-MIR854d
MI   MI0015956  ath-MIR854e
MI   MI0005434  ath-MIR857
MI   MI0005435  ath-MIR858a
MI   MI0019228  ath-MIR858b
MI   MI0005437  ath-MIR860
MI   MI0005439  ath-MIR862
MI   MI0005440  ath-MIR863
MI   MI0005442  ath-MIR865
MI   MI0005445  ath-MIR867
MI   MI0005447  ath-MIR869
MI   MI0027505  atr-MIR156a
MI   MI0027506  atr-MIR156b
MI   MI0027507  atr-MIR156c
MI   MI0027508  atr-MIR156d
MI   MI0027509  atr-MIR159
MI   MI0027510  atr-MIR160
MI   MI0027511  atr-MIR164a
MI   MI0027512  atr-MIR164b
MI   MI0027513  atr-MIR166a
MI   MI0027514  atr-MIR166b
MI   MI0027515  atr-MIR166c
MI   MI0027516  atr-MIR166d
MI   MI0027517  atr-MIR167
MI   MI0027518  atr-MIR168
MI   MI0027519  atr-MIR169a
MI   MI0027520  atr-MIR169b
MI   MI0027521  atr-MIR169c
MI   MI0027522  atr-MIR171a
MI   MI0027523  atr-MIR171b
MI   MI0027524  atr-MIR171c
MI   MI0027525  atr-MIR172
MI   MI0027497  atr-MIR2111
MI   MI0027526  atr-MIR319a
MI   MI0027527  atr-MIR319b
MI   MI0027528  atr-MIR319c
MI   MI0027529  atr-MIR319d
MI   MI0027530  atr-MIR319e
MI   MI0027531  atr-MIR390
MI   MI0027532  atr-MIR393
MI   MI0027533  atr-MIR394
MI   MI0027534  atr-MIR395
MI   MI0027535  atr-MIR396a
MI   MI0027536  atr-MIR396b
MI   MI0027537  atr-MIR396c
MI   MI0027538  atr-MIR396d
MI   MI0027539  atr-MIR396e
MI   MI0027540  atr-MIR397a
MI   MI0027541  atr-MIR397b
MI   MI0027542  atr-MIR398
MI   MI0027543  atr-MIR477
MI   MI0027544  atr-MIR535
MI   MI0027545  atr-MIR828
MI   MI0027426  atr-MIR8552a
MI   MI0027456  atr-MIR8552b
MI   MI0027467  atr-MIR8552c
MI   MI0027471  atr-MIR8552d
MI   MI0027427  atr-MIR8553a
MI   MI0027431  atr-MIR8553b
MI   MI0027428  atr-MIR8554
MI   MI0027432  atr-MIR8557
MI   MI0027433  atr-MIR8558a
MI   MI0027546  atr-MIR8558b
MI   MI0027434  atr-MIR8559
MI   MI0027436  atr-MIR8560
MI   MI0027438  atr-MIR8562a
MI   MI0027439  atr-MIR8562b
MI   MI0027440  atr-MIR8562c
MI   MI0027442  atr-MIR8564
MI   MI0027448  atr-MIR8565a
MI   MI0027449  atr-MIR8565b
MI   MI0027450  atr-MIR8565c
MI   MI0027451  atr-MIR8565d
MI   MI0027452  atr-MIR8565e
MI   MI0027453  atr-MIR8565f
MI   MI0027443  atr-MIR8565g
MI   MI0027482  atr-MIR8565h
MI   MI0027444  atr-MIR8566
MI   MI0027445  atr-MIR8567
MI   MI0027447  atr-MIR8569
MI   MI0027454  atr-MIR8570
MI   MI0027455  atr-MIR8571
MI   MI0027459  atr-MIR8574
MI   MI0027460  atr-MIR8575
MI   MI0027462  atr-MIR8577
MI   MI0027465  atr-MIR8580
MI   MI0027466  atr-MIR8581
MI   MI0027469  atr-MIR8583
MI   MI0027472  atr-MIR8585
MI   MI0027473  atr-MIR8586
MI   MI0027478  atr-MIR8590
MI   MI0027479  atr-MIR8591
MI   MI0027480  atr-MIR8592
MI   MI0027481  atr-MIR8593
MI   MI0027483  atr-MIR8594
MI   MI0027484  atr-MIR8595
MI   MI0027485  atr-MIR8596
MI   MI0027487  atr-MIR8598
MI   MI0027489  atr-MIR8600
MI   MI0027490  atr-MIR8601
MI   MI0027491  atr-MIR8602
MI   MI0027493  atr-MIR8604
MI   MI0027494  atr-MIR8605
MI   MI0027495  atr-MIR8606
MI   MI0027498  atr-MIR8608
MI   MI0027499  atr-MIR8609
MI   MI0027502  atr-MIR8612
MI   MI0027503  atr-MIR8613
MI   MI0027504  atr-MIR8614
MI   MI0027474  atr-MIR8616
MI   MI0027435  atr-MIR8617
MI   MI0026170  bbe-let-7a-1
MI   MI0026171  bbe-let-7a-2
MI   MI0026185  bbe-mir-1
MI   MI0026172  bbe-mir-100
MI   MI0026173  bbe-mir-10a
MI   MI0026174  bbe-mir-10b
MI   MI0026175  bbe-mir-10c
MI   MI0026176  bbe-mir-124
MI   MI0026177  bbe-mir-125a
MI   MI0026178  bbe-mir-125b
MI   MI0026181  bbe-mir-133
MI   MI0026184  bbe-mir-137
MI   MI0026186  bbe-mir-153
MI   MI0026187  bbe-mir-182a
MI   MI0026188  bbe-mir-182b
MI   MI0026189  bbe-mir-182c
MI   MI0026190  bbe-mir-182d
MI   MI0026191  bbe-mir-183
MI   MI0026192  bbe-mir-184
MI   MI0026193  bbe-mir-190
MI   MI0026194  bbe-mir-193b
MI   MI0026195  bbe-mir-200a
MI   MI0026196  bbe-mir-200b
MI   MI0026197  bbe-mir-200c
MI   MI0026202  bbe-mir-2059
MI   MI0026206  bbe-mir-2062
MI   MI0026211  bbe-mir-2068
MI   MI0026220  bbe-mir-210
MI   MI0026221  bbe-mir-216
MI   MI0026222  bbe-mir-217
MI   MI0026223  bbe-mir-219-1
MI   MI0026224  bbe-mir-219-2
MI   MI0026225  bbe-mir-22
MI   MI0026227  bbe-mir-252a
MI   MI0026228  bbe-mir-252b
MI   MI0026229  bbe-mir-278
MI   MI0026230  bbe-mir-281
MI   MI0026231  bbe-mir-29a
MI   MI0026232  bbe-mir-29b
MI   MI0026233  bbe-mir-31
MI   MI0026234  bbe-mir-33-1
MI   MI0026235  bbe-mir-33-2
MI   MI0026236  bbe-mir-34a
MI   MI0026237  bbe-mir-34b
MI   MI0026238  bbe-mir-34c
MI   MI0026239  bbe-mir-34d
MI   MI0026240  bbe-mir-34f
MI   MI0026279  bbe-mir-34g
MI   MI0026280  bbe-mir-34h
MI   MI0026257  bbe-mir-4877
MI   MI0026267  bbe-mir-4904
MI   MI0026269  bbe-mir-7
MI   MI0026271  bbe-mir-71
MI   MI0026277  bbe-mir-9
MI   MI0026272  bbe-mir-92a-1
MI   MI0026273  bbe-mir-92a-2
MI   MI0026274  bbe-mir-92b
MI   MI0026275  bbe-mir-92c
MI   MI0026276  bbe-mir-92d
MI   MI0016986  bcy-MIR156
MI   MI0016987  bcy-MIR396a
MI   MI0016988  bcy-MIR396b
MI   MI0011568  bdi-MIR1122
MI   MI0011575  bdi-MIR1127
MI   MI0011576  bdi-MIR1135
MI   MI0029172  bdi-MIR1432
MI   MI0011566  bdi-MIR156a
MI   MI0018104  bdi-MIR156b
MI   MI0018109  bdi-MIR156c
MI   MI0018122  bdi-MIR156d
MI   MI0025290  bdi-MIR156e
MI   MI0025291  bdi-MIR156f
MI   MI0025292  bdi-MIR156g
MI   MI0025293  bdi-MIR156h
MI   MI0025294  bdi-MIR156i
MI   MI0029151  bdi-MIR156j
MI   MI0018117  bdi-MIR159a
MI   MI0025295  bdi-MIR159b
MI   MI0029152  bdi-MIR159c
MI   MI0018086  bdi-MIR160a
MI   MI0018093  bdi-MIR160b
MI   MI0018100  bdi-MIR160c
MI   MI0018106  bdi-MIR160d
MI   MI0018107  bdi-MIR160e
MI   MI0029153  bdi-MIR160f
MI   MI0018213  bdi-MIR162
MI   MI0018118  bdi-MIR164a
MI   MI0018094  bdi-MIR164b
MI   MI0018152  bdi-MIR164c
MI   MI0018215  bdi-MIR164e
MI   MI0018216  bdi-MIR164f
MI   MI0011570  bdi-MIR166a
MI   MI0018092  bdi-MIR166b
MI   MI0018113  bdi-MIR166c
MI   MI0018089  bdi-MIR166d
MI   MI0018112  bdi-MIR166e
MI   MI0018083  bdi-MIR166f
MI   MI0018135  bdi-MIR166g
MI   MI0025296  bdi-MIR166h
MI   MI0025297  bdi-MIR166i
MI   MI0029154  bdi-MIR166j
MI   MI0011561  bdi-MIR167a
MI   MI0018091  bdi-MIR167b
MI   MI0018095  bdi-MIR167c
MI   MI0018102  bdi-MIR167d
MI   MI0025298  bdi-MIR167e
MI   MI0029155  bdi-MIR167f
MI   MI0029156  bdi-MIR167g
MI   MI0018098  bdi-MIR168
MI   MI0018120  bdi-MIR169a
MI   MI0011574  bdi-MIR169b
MI   MI0018126  bdi-MIR169c
MI   MI0018079  bdi-MIR169d
MI   MI0018114  bdi-MIR169e
MI   MI0018160  bdi-MIR169f
MI   MI0018105  bdi-MIR169g
MI   MI0018124  bdi-MIR169h
MI   MI0018080  bdi-MIR169i
MI   MI0018082  bdi-MIR169j
MI   MI0018097  bdi-MIR169k
MI   MI0029157  bdi-MIR169l
MI   MI0029158  bdi-MIR169m
MI   MI0029159  bdi-MIR169n
MI   MI0011559  bdi-MIR171a
MI   MI0018084  bdi-MIR171b
MI   MI0011571  bdi-MIR171c
MI   MI0018090  bdi-MIR171d
MI   MI0029160  bdi-MIR171e
MI   MI0029161  bdi-MIR171f
MI   MI0018110  bdi-MIR172a
MI   MI0018121  bdi-MIR172b
MI   MI0011567  bdi-MIR172d
MI   MI0029173  bdi-MIR2118a
MI   MI0029174  bdi-MIR2118b
MI   MI0029175  bdi-MIR2275a
MI   MI0029176  bdi-MIR2275b
MI   MI0029177  bdi-MIR2275c
MI   MI0018137  bdi-MIR319a
MI   MI0018236  bdi-MIR319b
MI   MI0018085  bdi-MIR390a
MI   MI0018119  bdi-MIR393a
MI   MI0018123  bdi-MIR393b
MI   MI0018115  bdi-MIR394
MI   MI0018081  bdi-MIR395a
MI   MI0018088  bdi-MIR395b
MI   MI0018127  bdi-MIR395c
MI   MI0018147  bdi-MIR395d
MI   MI0018220  bdi-MIR395e
MI   MI0018221  bdi-MIR395f
MI   MI0018222  bdi-MIR395g
MI   MI0018223  bdi-MIR395h
MI   MI0018224  bdi-MIR395j
MI   MI0018225  bdi-MIR395k
MI   MI0018226  bdi-MIR395l
MI   MI0018219  bdi-MIR395m
MI   MI0018227  bdi-MIR395n
MI   MI0025299  bdi-MIR395o
MI   MI0025300  bdi-MIR395p
MI   MI0029162  bdi-MIR395q
MI   MI0018111  bdi-MIR396a
MI   MI0018125  bdi-MIR396b
MI   MI0018101  bdi-MIR396c
MI   MI0018096  bdi-MIR396d
MI   MI0018108  bdi-MIR396e
MI   MI0011565  bdi-MIR397a
MI   MI0025288  bdi-MIR397b
MI   MI0018116  bdi-MIR398a
MI   MI0018150  bdi-MIR398b
MI   MI0011572  bdi-MIR399a
MI   MI0018103  bdi-MIR399b
MI   MI0029163  bdi-MIR399c
MI   MI0029164  bdi-MIR399d
MI   MI0017941  bdi-MIR408
MI   MI0011573  bdi-MIR437
MI   MI0011558  bdi-MIR444a
MI   MI0029165  bdi-MIR444b
MI   MI0029166  bdi-MIR444c
MI   MI0029167  bdi-MIR444d
MI   MI0025331  bdi-MIR5049
MI   MI0017948  bdi-MIR5058
MI   MI0017959  bdi-MIR5062a
MI   MI0017963  bdi-MIR5065
MI   MI0017964  bdi-MIR5066
MI   MI0017967  bdi-MIR5067
MI   MI0017971  bdi-MIR5069
MI   MI0017975  bdi-MIR5070
MI   MI0018129  bdi-MIR5163a
MI   MI0025301  bdi-MIR5163b
MI   MI0018131  bdi-MIR5164
MI   MI0018136  bdi-MIR5169a
MI   MI0029178  bdi-MIR5169b
MI   MI0018139  bdi-MIR5170
MI   MI0018140  bdi-MIR5171a
MI   MI0029179  bdi-MIR5171b
MI   MI0018143  bdi-MIR5174a
MI   MI0025303  bdi-MIR5174b
MI   MI0025304  bdi-MIR5174c
MI   MI0025305  bdi-MIR5174d
MI   MI0025289  bdi-MIR5174e
MI   MI0029180  bdi-MIR5174f
MI   MI0018144  bdi-MIR5175a
MI   MI0018146  bdi-MIR5175b
MI   MI0018153  bdi-MIR5180a
MI   MI0018138  bdi-MIR5180b
MI   MI0018154  bdi-MIR5181a
MI   MI0018130  bdi-MIR5181b
MI   MI0025306  bdi-MIR5181c
MI   MI0018235  bdi-MIR5181d
MI   MI0029184  bdi-MIR5181e
MI   MI0018155  bdi-MIR5182
MI   MI0018156  bdi-MIR5183
MI   MI0018157  bdi-MIR5184
MI   MI0018158  bdi-MIR5185a
MI   MI0018159  bdi-MIR5185b
MI   MI0025307  bdi-MIR5185c
MI   MI0025308  bdi-MIR5185d
MI   MI0025309  bdi-MIR5185e
MI   MI0025310  bdi-MIR5185f
MI   MI0025311  bdi-MIR5185g
MI   MI0025312  bdi-MIR5185h
MI   MI0025313  bdi-MIR5185i
MI   MI0025314  bdi-MIR5185j
MI   MI0025315  bdi-MIR5185k
MI   MI0025316  bdi-MIR5185l
MI   MI0025317  bdi-MIR5185m
MI   MI0029183  bdi-MIR5281a
MI   MI0029181  bdi-MIR5281b
MI   MI0018229  bdi-MIR529
MI   MI0029168  bdi-MIR530a
MI   MI0029169  bdi-MIR530b
MI   MI0025319  bdi-MIR7708a
MI   MI0025385  bdi-MIR7708b
MI   MI0025322  bdi-MIR7711
MI   MI0025324  bdi-MIR7713
MI   MI0025325  bdi-MIR7714
MI   MI0025328  bdi-MIR7717a
MI   MI0025334  bdi-MIR7717b
MI   MI0025351  bdi-MIR7717c
MI   MI0025333  bdi-MIR7721
MI   MI0025336  bdi-MIR7723a
MI   MI0025375  bdi-MIR7723b
MI   MI0025339  bdi-MIR7725a
MI   MI0025340  bdi-MIR7725b
MI   MI0025353  bdi-MIR7736
MI   MI0025360  bdi-MIR7742
MI   MI0025361  bdi-MIR7743
MI   MI0025364  bdi-MIR7746
MI   MI0025366  bdi-MIR7748a
MI   MI0025372  bdi-MIR7748b
MI   MI0025377  bdi-MIR7757
MI   MI0025378  bdi-MIR7758
MI   MI0025387  bdi-MIR7766
MI   MI0025389  bdi-MIR7768a
MI   MI0025390  bdi-MIR7768b
MI   MI0025405  bdi-MIR7783
MI   MI0018128  bdi-MIR827
MI   MI0029171  bdi-MIR845
MI   MI0029129  bdi-MIR9481a
MI   MI0029141  bdi-MIR9481b
MI   MI0029131  bdi-MIR9483a
MI   MI0029132  bdi-MIR9483b
MI   MI0029135  bdi-MIR9486a
MI   MI0029139  bdi-MIR9486b
MI   MI0029144  bdi-MIR9493
MI   MI0010516  bfl-let-7a-1
MI   MI0010007  bfl-let-7a-2
MI   MIMAT0010006  bfl-let-7b
MI   MI0010008  bfl-mir-1
MI   MI0010025  bfl-mir-100
MI   MI0010011  bfl-mir-10a
MI   MI0010012  bfl-mir-10b
MI   MI0010013  bfl-mir-10c
MI   MI0010026  bfl-mir-124
MI   MI0010027  bfl-mir-125a
MI   MI0010518  bfl-mir-125b
MI   MI0010028  bfl-mir-133
MI   MI0010029  bfl-mir-137
MI   MI0022168  bfl-mir-153
MI   MI0010030  bfl-mir-182a
MI   MI0017608  bfl-mir-182b
MI   MI0017661  bfl-mir-182c
MI   MI0017666  bfl-mir-182d
MI   MI0010031  bfl-mir-183
MI   MI0010032  bfl-mir-184
MI   MI0010526  bfl-mir-19
MI   MI0010033  bfl-mir-190
MI   MI0010034  bfl-mir-193a
MI   MI0017628  bfl-mir-193b
MI   MI0010035  bfl-mir-200a
MI   MI0010036  bfl-mir-200b
MI   MI0010037  bfl-mir-200c
MI   MI0010494  bfl-mir-2059
MI   MI0010497  bfl-mir-2062
MI   MI0010506  bfl-mir-2068
MI   MI0010038  bfl-mir-210
MI   MI0010039  bfl-mir-216
MI   MI0010040  bfl-mir-217
MI   MI0010527  bfl-mir-219
MI   MI0010014  bfl-mir-22
MI   MI0010042  bfl-mir-252a
MI   MI0010043  bfl-mir-252b
MI   MI0010639  bfl-mir-278
MI   MI0010044  bfl-mir-281
MI   MI0010015  bfl-mir-29a
MI   MI0010016  bfl-mir-29b
MI   MI0010017  bfl-mir-31
MI   MI0010525  bfl-mir-33-1
MI   MI0010018  bfl-mir-33-2
MI   MI0010019  bfl-mir-34a
MI   MI0010512  bfl-mir-34b
MI   MI0017635  bfl-mir-34c-1
MI   MI0023543  bfl-mir-34c-2
MI   MI0017678  bfl-mir-34d
MI   MI0017679  bfl-mir-34e
MI   MI0017643  bfl-mir-4877
MI   MI0017650  bfl-mir-4882b
MI   MI0017664  bfl-mir-4892
MI   MI0017674  bfl-mir-4900a-1
MI   MI0023544  bfl-mir-4900a-2
MI   MI0017675  bfl-mir-4900b-1
MI   MI0023545  bfl-mir-4900b-2
MI   MI0017681  bfl-mir-4904
MI   MI0010009  bfl-mir-7
MI   MI0010020  bfl-mir-71
MI   MI0010520  bfl-mir-9-1
MI   MI0010521  bfl-mir-9-2
MI   MI0010022  bfl-mir-92a-1
MI   MI0010522  bfl-mir-92a-2
MI   MI0010523  bfl-mir-92a-3
MI   MI0010023  bfl-mir-92b
MI   MI0010524  bfl-mir-92c
MI   MI0017606  bfl-mir-92d
MI   MI0016982  bgy-MIR156
MI   MI0016983  bgy-MIR396a
MI   MI0016984  bgy-MIR396b
MI   MI0029327  bhv5-mir-B13
MI   MIMAT0014093  bma-bantam
MI   MIMAT0014094  bma-let-7
MI   MIMAT0014095  bma-lin-4
MI   MI0013338  bma-mir-100a
MI   MI0013339  bma-mir-100b
MI   MI0013340  bma-mir-100c
MI   MI0026288  bma-mir-1175
MI   MI0013342  bma-mir-124
MI   MI0013343  bma-mir-133
MI   MI0013345  bma-mir-153
MI   MI0026289  bma-mir-1822
MI   MI0013346  bma-mir-228
MI   MI0013344  bma-mir-234
MI   MI0013347  bma-mir-236-1
MI   MI0029186  bma-mir-236-2
MI   MI0026293  bma-mir-252
MI   MI0013348  bma-mir-279
MI   MI0013349  bma-mir-281
MI   MI0013321  bma-mir-2a
MI   MI0013322  bma-mir-2b-1
MI   MI0013323  bma-mir-2b-2
MI   MI0026298  bma-mir-2d
MI   MI0026299  bma-mir-307
MI   MI0013327  bma-mir-34
MI   MI0026300  bma-mir-36a-1
MI   MI0026301  bma-mir-36a-2
MI   MI0013330  bma-mir-50
MI   MI0026310  bma-mir-5364
MI   MI0026313  bma-mir-5366
MI   MI0013331  bma-mir-57
MI   MI0023433  bma-mir-5838-1
MI   MI0029187  bma-mir-5838-2
MI   MI0023448  bma-mir-5850
MI   MI0023452  bma-mir-5854
MI   MI0023469  bma-mir-5867
MI   MI0023470  bma-mir-5868
MI   MI0023472  bma-mir-5870
MI   MI0013325  bma-mir-7
MI   MI0013332  bma-mir-71
MI   MI0013333  bma-mir-72
MI   MI0013335  bma-mir-87a
MI   MI0013336  bma-mir-87b
MI   MI0013326  bma-mir-9
MI   MI0013337  bma-mir-92
MI   MIMAT0007907  bmo-bantam
MI   MIMAT0004190  bmo-let-7
MI   MI0004973  bmo-mir-10
MI   MI0012291  bmo-mir-100
MI   MI0012300  bmo-mir-1175
MI   MI0004976  bmo-mir-124
MI   MI0008345  bmo-mir-133
MI   MI0009995  bmo-mir-137
MI   MI0008341  bmo-mir-13a
MI   MI0008342  bmo-mir-13b
MI   MI0008346  bmo-mir-184
MI   MI0009996  bmo-mir-190
MI   MI0008393  bmo-mir-1923
MI   MI0004969  bmo-mir-1a
MI   MI0012994  bmo-mir-1b
MI   MI0008347  bmo-mir-210
MI   MI0010621  bmo-mir-252
MI   MI0004978  bmo-mir-263a
MI   MI0004977  bmo-mir-263b
MI   MI0012203  bmo-mir-2751
MI   MI0012321  bmo-mir-2767
MI   MI0004981  bmo-mir-277
MI   MI0010006  bmo-mir-278
MI   MI0012345  bmo-mir-2780a-1
MI   MI0012386  bmo-mir-2780a-2
MI   MI0012406  bmo-mir-2780a-3
MI   MI0012415  bmo-mir-2780b-1
MI   MI0012407  bmo-mir-2780b-2
MI   MI0012451  bmo-mir-2780c
MI   MI0012462  bmo-mir-2780d
MI   MI0004982  bmo-mir-279a
MI   MI0012298  bmo-mir-279b
MI   MI0012299  bmo-mir-279c
MI   MI0012297  bmo-mir-279d
MI   MI0012385  bmo-mir-2807a-1
MI   MI0012396  bmo-mir-2807a-2
MI   MI0012444  bmo-mir-2807a-3
MI   MI0012452  bmo-mir-2807a-4
MI   MI0012395  bmo-mir-2807a-5
MI   MI0012416  bmo-mir-2807a-6
MI   MI0012426  bmo-mir-2807b
MI   MI0014306  bmo-mir-2807d
MI   MI0008348  bmo-mir-281
MI   MI0004984  bmo-mir-283
MI   MI0009997  bmo-mir-285
MI   MI0013854  bmo-mir-2998
MI   MI0008338  bmo-mir-2a-1
MI   MI0008339  bmo-mir-2a-2
MI   MI0008340  bmo-mir-2b
MI   MI0012201  bmo-mir-306a
MI   MI0012989  bmo-mir-306b
MI   MI0004986  bmo-mir-307
MI   MI0005377  bmo-mir-31
MI   MI0012292  bmo-mir-316
MI   MI0008349  bmo-mir-317
MI   MI0014257  bmo-mir-3205
MI   MI0014265  bmo-mir-3212
MI   MI0014274  bmo-mir-3221
MI   MI0014279  bmo-mir-3225
MI   MI0014281  bmo-mir-3227
MI   MI0014291  bmo-mir-3236
MI   MI0014296  bmo-mir-3241
MI   MI0014298  bmo-mir-3243
MI   MI0014328  bmo-mir-3272
MI   MI0014333  bmo-mir-3277
MI   MI0014340  bmo-mir-3283
MI   MI0014343  bmo-mir-3286
MI   MI0014347  bmo-mir-3290
MI   MI0014349  bmo-mir-3292
MI   MI0014352  bmo-mir-3295
MI   MI0012293  bmo-mir-33
MI   MI0014362  bmo-mir-3305
MI   MI0014363  bmo-mir-3306
MI   MI0014383  bmo-mir-3325
MI   MI0014408  bmo-mir-3350
MI   MI0014415  bmo-mir-3355
MI   MI0014423  bmo-mir-3363
MI   MI0014426  bmo-mir-3366
MI   MI0014447  bmo-mir-3386
MI   MI0004975  bmo-mir-34
MI   MI0014476  bmo-mir-3412
MI   MI0014477  bmo-mir-3413
MI   MI0014486  bmo-mir-3421
MI   MI0022087  bmo-mir-6497
MI   MI0004970  bmo-mir-7
MI   MI0005378  bmo-mir-71
MI   MI0008343  bmo-mir-79
MI   MI0004971  bmo-mir-8
MI   MI0008344  bmo-mir-87
MI   MI0010001  bmo-mir-929
MI   MI0015936  bmo-mir-92a
MI   MI0009998  bmo-mir-92b
MI   MI0010622  bmo-mir-970
MI   MI0012205  bmo-mir-989a
MI   MI0010626  bmo-mir-993a
MI   MI0010625  bmo-mir-993b
MI   MI0004972  bmo-mir-9a
MI   MI0010004  bmo-mir-9b
MI   MI0012193  bmo-mir-9c
MI   MI0012307  bmo-mir-9d
MI   MI0005770  bna-MIR156a
MI   MI0006481  bna-MIR156b
MI   MI0006484  bna-MIR156c
